,abv,ibu,name,style,ounces
851,0.04,35.0,Leprechaun Lager,American Pale Lager,12.0
852,0.052,17.0,Sunbru Kölsch,Kölsch,12.0
853,0.06,21.0,Kilt Lifter Scottish-Style Ale,American IPA,12.0
854,0.051,35.0,Pumpkin Porter,American Porter,12.0
855,0.042,9.0,Four Peaks Peach Ale,Fruit / Vegetable Beer,12.0
856,0.067,47.0,Hop Knot IPA,American IPA,12.0
857,0.06,21.0,Kilt Lifter Scottish-Style Ale (2009),Scottish Ale,12.0
858,0.052,35.0,Sunbru Kölsch,Kölsch,12.0
859,0.06,35.0,Four String Vanilla Porter,American Porter,12.0
860,0.05,28.0,Suncaster Summer Wheat,American Pale Wheat Ale,12.0
861,0.057,36.0,Brass Knuckle Pale Ale,American Pale Ale (APA),12.0
862,0.07,70.0,Big Star White IPA,American White IPA,12.0
863,0.056,35.0,Old Detroit,American Amber / Red Ale,12.0
864,0.069,69.0,Batch 69 IPA,American IPA,12.0
865,0.055,18.0,Twisted Helles Summer Lager,Munich Helles Lager,12.0
866,0.053,27.0,OktoberFiesta,American IPA,12.0
867,0.065,33.0,Texicali ,American Brown Ale,12.0
868,0.06,35.0,Pinata Protest,Witbier,12.0
869,0.042,20.0,Bat Outta Helles,Munich Helles Lager,12.0
870,0.068,35.0,Original,American Amber / Red Ale,12.0
871,0.042,10.0,Rye Wit,Witbier,12.0
872,0.059,70.0,Soul Doubt,American IPA,12.0
873,0.044,19.544779559320187,Yo Soy Un Berliner,Berliner Weissbier,12.0
874,0.04,35.0,77 Fremont Select Spring Session IPA,American IPA,12.0
875,0.045,35.0,Fremont Organic Pale Ale,American Pale Ale (APA),12.0
876,0.08,35.0,Abominable Ale,English Strong Ale,12.0
877,0.065,35.0,Harvest Ale,Saison / Farmhouse Ale,12.0
878,0.065,45.0,Fremont Summer Ale,American Pale Ale (APA),12.0
879,0.056,30.0,Universale Pale Ale,American Pale Ale (APA),12.0
880,0.065,80.0,Interurban IPA,American IPA,12.0
881,0.053,32.0,Gateway Kolsch Style Ale,Kölsch,12.0
882,0.07,24.0,Wee-Heavy-Er Scotch Ale,Scotch Ale / Wee Heavy,12.0
883,0.052,42.0,13 Rebels ESB,Extra Special / Strong Bitter (ESB),12.0
884,0.07,73.0,Salamander Slam,American IPA,16.0
885,0.05,35.0,Cack-A-Lacky,American Pale Ale (APA),12.0
886,0.072,50.0,No Wake IPA,American IPA,12.0
887,0.049,15.0,Boathouse Blonde,American Blonde Ale,12.0
888,0.05,26.0,Cedar Point,American Amber / Red Ale,12.0
889,0.067,70.0,Clean Shave IPA,American IPA,12.0
890,0.072,75.0,Might As Well IPL,American Pale Lager,16.0
891,0.058,35.0,Saison Pamplemousse,Saison / Farmhouse Ale,12.0
892,0.074,74.0,2020 IPA,American IPA,16.0
893,0.08,70.0,Wolf Among Weeds IPA,American IPA,16.0
894,0.094,92.0,Better Weather IPA,American IPA,16.0
895,0.059,60.0,Point the Way IPA,American IPA,16.0
896,0.046,15.0,Golden Road Hefeweizen,Hefeweizen,16.0
897,0.068,65.0,Heal the Bay IPA,American IPA,16.0
898,0.059,60.0,Point the Way IPA,American IPA,12.0
899,0.05,35.0,Cabrillo Kölsch,Kölsch,16.0
900,0.055,20.0,Get Up Offa That Brown,American Brown Ale,16.0
901,0.08,70.0,Burning Bush Smoked IPA,American IPA,16.0
902,0.08,70.0,Wolf Among Weeds IPA (2012),American IPA,16.0
903,0.059,60.0,Point the Way IPA (2012),American IPA,16.0
904,0.046,15.0,Golden Road Hefeweizen (2012),Hefeweizen,16.0
905,0.07,11.0,Vanilla Porter,American Porter,16.0
906,0.07,70.0,Descender IPA,American IPA,12.0
907,0.06,18.0,Sweet As Pacific Ale,American Pale Wheat Ale,12.0
908,0.056,36.0,Good People Pale Ale,American Pale Ale (APA),12.0
909,0.093,103.0,Snake Handler Double IPA,American Double / Imperial IPA,12.0
910,0.06,54.0,Coffee Oatmeal Stout,Oatmeal Stout,12.0
911,0.06,64.0,Good People IPA,American IPA,12.0
912,0.058,36.0,Good People American Brown Ale,American Brown Ale,12.0
913,0.055,40.0,Mountain Rescue Pale Ale,American Pale Ale (APA),12.0
914,0.059,55.0,Goose Island India Pale Ale,American IPA,12.0
915,0.054,30.0,312 Urban Pale Ale,American Pale Ale (APA),16.0
916,0.054,30.0,312 Urban Pale Ale,American Pale Ale (APA),12.0
917,0.042,18.0,312 Urban Wheat Ale,American Pale Wheat Ale,16.0
918,0.042,18.0,312 Urban Wheat Ale,American Pale Wheat Ale,12.0
919,0.042,20.0,312 Urban Wheat Ale (2012),American Pale Wheat Ale,12.0
920,0.052,19.0,Beaver Logger,American Pale Lager,12.0
921,0.05,35.0,White Water Wheat,American Pale Wheat Ale,12.0
922,0.052,35.0,Grand Canyon American Pilsner,American Pilsner,12.0
923,0.054,35.0,Grand Canyon Sunset Amber Ale,American Amber / Red Ale,12.0
924,0.056,35.0,Black Iron India Pale Ale,American IPA,12.0
925,0.043,21.0,Monarch Classic American Wheat,American Pale Wheat Ale,12.0
926,0.049,21.0,Sir William's English Brown Ale,English Brown Ale,12.0
927,0.055,35.0,Lakefire Rye Pale Ale,American Pale Ale (APA),12.0
928,0.053,22.0,Beer Agent Re-Ignition,American Blonde Ale,16.0
929,0.057,18.0,Cherry Ale,Fruit / Vegetable Beer,16.0
930,0.056,33.0,Bourbon Barrel Aged Coconut Porter,American Porter,16.0
931,0.062,60.0,Great Crescent IPA,American IPA,16.0
932,0.057,27.0,Aurora Lager,Dortmunder / Export Lager,16.0
933,0.053,22.0,Great Crescent Blonde Ale,American Blonde Ale,16.0
934,0.056,33.0,Great Crescent Coconut Porter,American Porter,16.0
935,0.057,25.0,Great Crescent Oktoberfest Lager,Märzen / Oktoberfest,16.0
936,0.045,36.0,Great Crescent Brown Ale,American Brown Ale,16.0
937,0.057,18.0,Cherry Ale (1),Fruit / Vegetable Beer,16.0
938,0.057,27.0,Aurora Lager (2011),Dortmunder / Export Lager,16.0
939,0.06,25.0,Frosted Fields Winter Wheat,American Dark Wheat Ale,16.0
940,0.051,13.0,Great Crescent Belgian Style Wit,Witbier,16.0
941,0.075,65.0,Bourbon's Barrel Stout,American Stout,16.0
942,0.08,66.0,Great Crescent Stout,English Stout,16.0
943,0.056,33.0,Great Crescent Coconut Porter (2012),American Porter,16.0
944,0.057,23.0,Great Crescent Dark Lager,Euro Dark Lager,16.0
945,0.042,26.0,Great Crescent Mild Ale,English Dark Mild Ale,16.0
946,0.062,60.0,Great Crescent IPA (2011),American IPA,16.0
947,0.053,22.0,Great Crescent Blonde Ale (2011),American Blonde Ale,16.0
948,0.05,35.0,Denver Pale Ale (Artist Series No. 1),American Pale Ale (APA),12.0
949,0.087,35.0,Hibernation Ale,Old Ale,12.0
950,0.061,35.0,Whitewater,American Pale Wheat Ale,12.0
951,0.071,35.0,Rumble,American IPA,12.0
952,0.083,35.0,Orabelle,Tripel,12.0
953,0.05,35.0,Lasso,American IPA,12.0
954,0.095,75.0,Yeti  Imperial Stout,Russian Imperial Stout,12.0
955,0.073,35.0,Colette,Saison / Farmhouse Ale,12.0
956,0.071,35.0,Titan IPA,American IPA,12.0
957,0.045,15.0,Black Star Double Hopped Golden Lager (24 oz.),American Pale Lager,1.9632799921165596
958,0.045,15.0,Black Star Double Hopped Golden Lager (12 oz.),American Pale Lager,12.0
959,0.052,49.0,Commotion APA,American Pale Ale (APA),12.0
960,0.052,35.0,Southern Drawl Pale Lager,American Pale Lager,12.0
961,0.05,19.544779559320187,Chickawawa Lemonale,Fruit / Vegetable Beer,12.0
962,0.07,22.0,Barrel Aged Farmer,American Brown Ale,16.0
963,0.048,35.0,Great River Golden Ale,American Blonde Ale,12.0
964,0.048,35.0,Dirty Blonde Chocolate Ale,American Blonde Ale,12.0
965,0.048,20.0,Dos Pistolas,Vienna Lager,12.0
966,0.05,30.0,Owney Irish Style Red Ale,Irish Red Ale,16.0
967,0.06,35.0,Aaah Bock Lager,Vienna Lager,16.0
968,0.055,10.0,Widespread Wit,Witbier,16.0
969,0.054,30.0,Roller Dam Red Ale,Irish Red Ale,16.0
970,0.053,48.0,483 Pale Ale,American Pale Ale (APA),16.0
971,0.09,99.0,Hop A Potamus Double Dark Rye Pale Ale,Rye Beer,16.0
972,0.07,22.0,Farmer Brown Ale,American Brown Ale,16.0
973,0.07,70.0,Big Cock IPA,American IPA,16.0
974,0.059,25.0,Oktoberfest,Märzen / Oktoberfest,16.0
975,0.048,25.0,40th Annual Bix Street Fest Copper Ale (Current),American Amber / Red Ale,16.0
976,0.06,36.0,Redband Stout,American Stout,16.0
977,0.053,48.0,483 Pale Ale (2010),American Pale Ale (APA),16.0
978,0.054,30.0,Roller Dam Red Ale (2010),Irish Red Ale,16.0
979,0.05,30.0,Pablo Beach Pale Ale,American Pale Ale (APA),12.0
980,0.057,44.0,Wild Trail Pale Ale,American Pale Ale (APA),12.0
981,0.067,71.0,Mothman Black IPA,American Black Ale,12.0
982,0.058,35.0,Autumn Winds Fest Beer,Märzen / Oktoberfest,16.0
983,0.085,69.0,Captain's Daughter,American Double / Imperial IPA,12.0
984,0.058,35.0,Autumn Winds,Märzen / Oktoberfest,16.0
985,0.06,54.0,Flying Jenny Extra Pale Ale,American Pale Ale (APA),12.0
986,0.04,20.0,Hazy Day Belgian-Style Wit,Witbier,16.0
987,0.055,35.0,Bring Back the Beach Blonde Ale,American Blonde Ale,16.0
988,0.06,34.0,Leaning Chimney Smoked Porter,American Porter,16.0
989,0.06,54.0,Flying Jenny Extra Pale Ale (2012),American Pale Ale (APA),12.0
990,0.049,22.0,Flagship Ale,Cream Ale,12.0
991,0.045,19.544779559320187,Mr. Blue Sky,American Pale Wheat Ale,16.0
992,0.065,35.0,3 Scrooges,Winter Warmer,16.0
993,0.05,25.0,Screamin’ Pumpkin,Pumpkin Ale,16.0
994,0.05,35.0,Grand Trunk Bohemian Pils,Czech Pilsener,16.0
995,0.065,25.0,El Rojo,American Amber / Red Ale,16.0
996,0.075,35.0,Norm's Raggedy Ass IPA,American IPA,16.0
997,0.05,35.0,Grind Line,American Pale Ale (APA),16.0
998,0.04,55.0,Norm's Gateway IPA,American IPA,12.0
999,0.09,35.0,Lemon Shandy Tripel,Tripel,16.0
1000,0.063,43.0,Little Red Cap,Altbier,12.0
1001,0.069,67.0,Supergoose IPA,American IPA,12.0
1002,0.047,35.0,Hale's Pale American Ale,American Pale Ale (APA),12.0
1003,0.07,35.0,Heyoka IPA,American IPA,16.0
1004,0.08,35.0,Guest Lager,American Double / Imperial Pilsner,16.0
1005,0.057,35.0,Pony Pilsner,German Pilsener,16.0
1006,0.055,35.0,Akari Shogun American Wheat Ale,American Pale Wheat Ale,16.0
1007,0.06,35.0,Meat Wave,English India Pale Ale (IPA),16.0
1008,0.06,35.0,Over Ale,American Brown Ale,16.0
1009,0.042,35.0,Gossamer Golden Ale,American Blonde Ale,16.0
1010,0.052,35.0,Daisy Cutter Pale Ale,American Pale Ale (APA),16.0
1011,0.07,40.0,Pursuit,American IPA,12.0
1012,0.052,18.0,Half Full Bright Ale,American Blonde Ale,12.0
1013,0.046,17.0,Orange Wheat,Fruit / Vegetable Beer,12.0
1014,0.043,14.0,Hangar 24 Helles Lager,Munich Helles Lager,12.0
1015,0.075,70.0,The Great Return,American IPA,16.0
1016,0.044,18.0,Hardywood Cream Ale,Cream Ale,12.0
1017,0.056,55.0,Capital Trail Pale Ale,American Pale Ale (APA),12.0
1018,0.052,15.0,UFO Gingerland,Herbed / Spiced Beer,12.0
1019,0.062,45.0,The Long Thaw White IPA,American White IPA,12.0
1020,0.048,35.0,Honey Cider,Cider,12.0
1021,0.05,28.0,Harpoon Summer Beer,Kölsch,12.0
1022,0.059,42.0,Harpoon IPA,American IPA,12.0
1023,0.059,20.0,UFO Pumpkin,Pumpkin Ale,12.0
1024,0.055,30.0,Harpoon Octoberfest,Märzen / Oktoberfest,12.0
1025,0.059,42.0,Harpoon IPA (2012),American IPA,12.0
1026,0.05,28.0,Harpoon Summer Beer (2012),Kölsch,12.0
1027,0.048,10.0,UFO White,American Pale Wheat Ale,12.0
1028,0.05,28.0,Harpoon Summer Beer (2010),Kölsch,12.0
1029,0.059,42.0,Harpoon IPA (2010),American IPA,12.0
1030,0.056,35.0,Great Falls Select Pale Ale,American Blonde Ale,12.0
1031,0.048,35.0,Beltian White,Witbier,12.0
1032,0.049,35.0,Kaua'i Golden Ale,American Blonde Ale,12.0
1033,0.054,35.0,Sunset Amber,American Pale Ale (APA),12.0
1034,0.064,35.0,Hapa Brown Ale,American Brown Ale,19.2
1035,0.064,35.0,Hapa Brown Ale,American Brown Ale,12.0
1036,0.083,35.0,Southern Cross,Flanders Red Ale,19.2
1037,0.076,65.0,Groupe G,Belgian IPA,16.0
1038,0.062,40.0,Pt. Bonita Rustic Lager,American Pale Lager,16.0
1039,0.088,77.0,Hill 88 Double IPA,American Double / Imperial IPA,16.0
1040,0.072,45.0,Loose Cannon,American IPA,12.0
1041,0.06,30.0,AARGHtoberfest!,Märzen / Oktoberfest,12.0
1042,0.06,35.0,Davy Jones Lager,Cream Ale,12.0
1043,0.063,30.0,Grazias,Cream Ale,16.0
1044,0.08,86.0,Habitus IPA,American IPA,16.0
1045,0.099,85.0,Ex Umbris Rye Imperial Stout,American Double / Imperial Stout,16.0
1046,0.063,21.0,The Golden One,American Pilsner,12.0
1047,0.07,68.0,The Power of Zeus,American Pale Ale (APA),12.0
1048,0.044,22.0,Tonganoxie Honey Wheat,American Pale Wheat Ale,12.0
1049,0.045,35.0,Oregon Trail Unfiltered Raspberry Wheat,Fruit / Vegetable Beer,12.0
1050,0.055,35.0,Annie's Amber Ale,American Amber / Red Ale,12.0
1051,0.045,32.0,The 12th Can™,American Pale Ale (APA),16.0
1052,0.055,34.0,Hilliard's Pils,Czech Pilsener,16.0
1053,0.049,20.0,Hilliard's Blonde,American Blonde Ale,16.0
1054,0.055,60.0,Hilliard's Amber Ale,American Amber / Red Ale,16.0
1055,0.066,30.0,Hilliard's Saison,Saison / Farmhouse Ale,16.0
1056,0.042,35.0,White Cap White IPA,American White IPA,16.0
1057,0.042,25.0,Provision,Saison / Farmhouse Ale,12.0
1058,0.047,28.0,One Nut Brown,American Brown Ale,12.0
1059,0.058,45.0,Hop Farm IPA,American IPA,12.0
1060,0.049,20.0,Double D Blonde,American Blonde Ale,12.0
1061,0.078,60.0,Festeroo Winter Ale,American Strong Ale,12.0
1062,0.063,70.0,Proxima IPA,American IPA,12.0
1063,0.049,20.0,Double D Blonde (2013),American Blonde Ale,12.0
1064,0.048,13.0,541 American Lager,American Pale Lager,12.0
1065,0.065,90.0,Alphadelic IPA,American IPA,12.0
1066,0.065,90.0,Alphadelic IPA (2011),American IPA,12.0
1067,0.049,20.0,Double D Blonde (2011),American Blonde Ale,12.0
1068,0.07,35.0,Green House India Pale Ale,American IPA,12.0
1069,0.051,35.0,The One They Call Zoe,American Pale Lager,12.0
1070,0.051,40.0,Alteration,Altbier,12.0
1071,0.06,50.0,Pale Dog,American Pale Ale (APA),12.0
1072,0.065,35.0,Porter Culture,American Porter,12.0
1073,0.068,35.0,Hard Cider,Cider,16.0
1074,0.027,21.0,Totally Radler,Radler,16.0
1075,0.039,20.0,Nonstop Hef Hop,American Pale Wheat Ale,16.0
1087,0.058,60.0,Rise Up Red,American Amber / Red Ale,16.0
1088,0.058,35.0,Survival Stout,American Stout,16.0
1089,0.066,75.0,Hopworks IPA,American IPA,16.0
1090,0.073,70.0,Abominable Winter Ale,American Strong Ale,16.0
1091,0.06,60.0,Pigwar White India Pale Ale,American White IPA,16.0
1092,0.058,60.0,Rise-Up Red (2014),American Amber / Red Ale,16.0
1093,0.073,70.0,Abominable Winter Ale (2012),American Strong Ale,16.0
1094,0.051,32.0,HUB Lager,Czech Pilsener,16.0
1095,0.066,75.0,Hopworks IPA (2012),American IPA,16.0
1096,0.056,35.0,Watermelon Wheat,American Pale Wheat Ale,12.0
1097,0.051,17.0,Laka Laka Pineapple,Hefeweizen,12.0
1098,0.06,35.0,Oktoberfest,Märzen / Oktoberfest,16.0
1099,0.065,35.0,Trail Maker Pale Ale,American Pale Ale (APA),12.0
1100,0.055,35.0,Action Man Lager,Vienna Lager,12.0
1101,0.068,90.0,Let It Ride IPA,American IPA,12.0
1102,0.065,22.0,Stir Crazy Winter Ale,Winter Warmer,12.0
1103,0.05,10.0,Sweet Yamma Jamma Ale,Fruit / Vegetable Beer,12.0
1104,0.046,27.0,Shenanigans Summer Ale,American Pale Wheat Ale,12.0
1105,0.065,80.0,Midnight Ryder,American Black Ale,12.0
1106,0.054,45.0,Day Tripper Pale Ale,American Pale Ale (APA),12.0
1107,0.048,32.0,Oklahoma Suks,American Amber / Red Ale,12.0
1108,0.055,42.0,Power & Light,American Pale Ale (APA),12.0
1109,0.059,27.0,White Rabbit ,Witbier,12.0
1110,0.058,58.0,Tribute,American Pale Ale (APA),12.0
1111,0.07,75.0,Infamous IPA,American IPA,12.0
1112,0.055,20.0,Hijack,Cream Ale,12.0
1113,0.045,20.0,Jon Boat Coastal Ale,American Blonde Ale,12.0
1114,0.068,55.0,I-10 IPA,American IPA,12.0
1115,0.053,28.0,People's Pale Ale,American Pale Ale (APA),12.0
1116,0.049,35.0,Summer Ale,American Blonde Ale,12.0
1117,0.056,35.0,Appreciation Ale,American IPA,16.0
1118,0.052,18.0,House Lager,Keller Bier / Zwickel Bier,16.0
1119,0.048,15.0,Leisure Time,American Pale Lager,12.0
1120,0.072,80.0,Excess IPL,American India Pale Lager,16.0
1121,0.067,65.0,Hoponius Union,American India Pale Lager,12.0
1122,0.049,45.0,Calyptra,American India Pale Lager,12.0
1123,0.05,35.0,Helen's Blend,Cider,12.0
1124,0.051,35.0,Jack's Hard Cider,Cider,12.0
1125,0.055,37.0,Thunder Ann,American Pale Ale (APA),12.0
1126,0.055,35.0,Razz Wheat,Fruit / Vegetable Beer,12.0
1127,0.065,35.0,Hop Ryot,American IPA,12.0
1128,0.07,35.0,Mystic Mama IPA,American IPA,12.0
1129,0.05,35.0,Firefly Amber Ale,American Amber / Red Ale,12.0
1130,0.067,35.0,Chomolungma Honey Nut Brown Ale,English Brown Ale,12.0
1131,0.069,35.0,Welcome to Scoville,American IPA,12.0
1132,0.056,35.0,Bastian,American Strong Ale,12.0
1133,0.045,35.0,Healani,Hefeweizen,12.0
1134,0.055,35.0,Yabba Dhaba Chai Tea Porter,American Porter,12.0
1135,0.055,35.0,A Capella Gluten Free Pale Ale,American Pale Ale (APA),12.0
1136,0.06,35.0,Casper White Stout,American Blonde Ale,12.0
1137,0.06,35.0,JP's Ould Sod Irish Red IPA,American IPA,12.0
1138,0.05,15.0,Weize Guy,Hefeweizen,12.0
1139,0.05,50.0,Fox Tail Gluten Free Ale,American Pale Ale (APA),12.0
1140,0.093,90.0,Hop Box Imperial IPA,American Double / Imperial IPA,12.0
1141,0.052,15.0,Joseph James American Lager,American Adjunct Lager,12.0
1142,0.071,35.0,Sucha Much IPA,American IPA,12.0
1143,0.075,24.0,Lewbricator Wheat Dopplebock ,Doppelbock,12.0
1144,0.052,16.0,Weisse Versa (2012),Hefeweizen,12.0
1145,0.058,25.0,Mother in Lager,Munich Dunkel Lager,12.0
1146,0.055,40.0,Weekend Warrior Pale Ale,American Pale Ale (APA),12.0
1147,0.055,25.0,Karbachtoberfest,Märzen / Oktoberfest,12.0
1148,0.047,20.0,Love Street Summer Seasonal (2014),Kölsch,12.0
1149,0.066,20.0,Barn Burner Saison,Saison / Farmhouse Ale,12.0
1150,0.095,85.0,Rodeo Clown Double IPA,American Double / Imperial IPA,12.0
1151,0.049,45.0,Sympathy for the Lager,American Amber / Red Lager,12.0
1152,0.052,15.0,Weisse Versa,Hefeweizen,12.0
1153,0.066,70.0,Hopadillo India Pale Ale,American IPA,12.0
1154,0.057,19.0,KelSo Nut Brown Lager,Euro Dark Lager,12.0
1155,0.06,64.0,KelSo India Pale Ale,American IPA,12.0
1156,0.055,23.0,KelSo Pilsner,Czech Pilsener,12.0
1157,0.058,35.0,Skilak Scottish Ale,Scottish Ale,12.0
1158,0.05,15.0,Peninsula Brewers Reserve (PBR),American Blonde Ale,12.0
1159,0.068,35.0,Sunken Island IPA,American IPA,12.0
1160,0.058,35.0,Skilak Scottish Ale (2011),Scottish Ale,12.0
1161,0.065,11.0,Cold Smoke Scotch Ale (2007),Scotch Ale / Wee Heavy,16.0
1162,0.065,65.0,Double Haul IPA (2009),American IPA,16.0
1163,0.065,65.0,Double Haul IPA (2006),American IPA,16.0
1164,0.055,50.0,Eddy Out Pale Ale,American Pale Ale (APA),16.0
1165,0.065,65.0,Double Haul IPA,American IPA,16.0
1166,0.065,11.0,Cold Smoke Scotch Ale,Scotch Ale / Wee Heavy,16.0
1167,0.056,35.0,U. P. Witbier,Witbier,12.0
1168,0.056,35.0,November Gale Pale Ale,American Pale Ale (APA),12.0
1169,0.056,35.0,Olde Ore Dock Scottish Ale,Scottish Ale,12.0
1170,0.056,35.0,Widow Maker Black Ale,American Brown Ale,12.0
1171,0.056,35.0,Lift Bridge Brown Ale,American Brown Ale,12.0
1172,0.056,35.0,Pick Axe Blonde Ale,American Blonde Ale,12.0
1173,0.056,35.0,Red Jacket Amber Ale,American Amber / Red Ale,12.0
1174,0.051,35.0,Amber Ale,American Amber / Red Ale,12.0
1175,0.055,35.0,King Street Pilsner,Czech Pilsener,12.0
1176,0.06,70.0,King Street IPA,American IPA,12.0
1177,0.057,10.0,King Street Hefeweizen,Hefeweizen,12.0
1178,0.049,35.0,King Street Blonde Ale,American Blonde Ale,12.0
1179,0.063,65.0,India Pale Ale,American IPA,16.0
1180,0.048,11.0,Blackberry Wheat,American Pale Wheat Ale,16.0
1181,0.046,18.0,Longboard Island Lager,American Amber / Red Lager,1.9632799921165596
1182,0.046,18.0,Longboard Island Lager,American Amber / Red Lager,16.0
1183,0.046,18.0,Longboard Island Lager,American Amber / Red Lager,12.0
1185,0.04,9.0,Choc Beer (2003),American Dark Wheat Ale,12.0
1186,0.08,35.0,Bellingham Beer Week 2013 Collaboration,Belgian Strong Dark Ale,16.0
1187,0.054,15.0,A Slice of Hefen,Hefeweizen,16.0
1188,0.072,100.0,Elevated IPA,American IPA,16.0
1189,0.066,30.0,Rumspringa Golden Bock,Maibock / Helles Bock,12.0
1190,0.048,28.0,Lancaster German Style Kölsch,Kölsch,12.0
1191,0.045,35.0,Beach Cruiser,Hefeweizen,12.0
1192,0.068,35.0,I.P. Eh!,American IPA,12.0
1193,0.05,35.0,Schoolhouse Honey,American Amber / Red Ale,12.0
1194,0.055,35.0,10 Degrees of Separation,English Brown Ale,12.0
1195,0.05,12.0,Laughing Dog Cream Ale,Cream Ale,12.0
1196,0.048,9.0,Two-One Niner,American Pilsner,12.0
1197,0.064,66.0,Laughing Dog IPA,American IPA,12.0
1198,0.064,95.0,Madra Allta,American IPA,12.0
1199,0.056,70.0,Duluchan India Pale Ale,American IPA,12.0
1200,0.05,35.0,Lazy Monk Bohemian Pilsner,Czech Pilsener,16.0
1201,0.051,35.0,Yellowstone Golden Ale,Kölsch,12.0
1202,0.057,35.0,Tumbleweed IPA,American IPA,12.0
1203,0.05,35.0,Lewis & Clark Amber Ale,American Amber / Red Ale,12.0
1204,0.05,35.0,Miner's Gold Hefeweizen,Hefeweizen,12.0
1205,0.057,35.0,Back Country Scottish Ale,Scottish Ale,12.0
1206,0.052,30.0,Getaway,German Pilsener,16.0
1207,0.06,30.0,Farm Girl Saison,Saison / Farmhouse Ale,16.0
1208,0.058,40.0,Adam's Stout,American Stout,12.0
1209,0.057,42.0,American Hero,American Amber / Red Ale,12.0
1210,0.052,20.0,Schweet Ale,Fruit / Vegetable Beer,12.0
1211,0.065,75.0,Irregardless IPA,American IPA,12.0
1212,0.057,40.0,Peach Pale Ale,American Pale Ale (APA),12.0
1213,0.06,35.0,Deadeye Jack,American Porter,12.0
1214,0.075,35.0,Pistols at Dawn,American Stout,16.0
1215,0.057,47.0,Peacemaker Pale Ale,American Pale Ale (APA),12.0
1216,0.058,11.0,Shotgun Betty,Hefeweizen,12.0
1217,0.061,30.0,Sweet Josie,American Brown Ale,12.0
1218,0.059,42.0,Long Trail IPA,English India Pale Ale (IPA),12.0
1219,0.046,30.0,Long Trail Ale,American Amber / Red Ale,12.0
1220,0.072,33.0,Double Bag,Altbier,16.0
1221,0.04,8.0,Blackbeary Wheat,Fruit / Vegetable Beer,12.0
1222,0.046,30.0,Long Trail Ale (1),Altbier,12.0
1223,0.046,8.0,Gose,Gose,16.0
1224,0.048,20.0,Vermont Pilsner,German Pilsener,16.0
1225,0.055,35.0,Mosaic Single Hop IPA,American IPA,16.0
1226,0.045,35.0,Lost Galaxy,American IPA,16.0
1227,0.062,65.0,Face Plant IPA,American IPA,12.0
1228,0.056,55.0,Rhino Chasers Pilsner,Czech Pilsener,12.0
1229,0.052,29.0,Slow Hand Stout,American Stout,16.0
1230,0.062,35.0,Hips Don't Lie,Hefeweizen,16.0
1231,0.052,35.0,Ride Again Pale Ale,American Pale Ale (APA),16.0
1232,0.048,35.0,The Farmer's Daughter,American Blonde Ale,16.0
1233,0.038,18.0,Pub Ale,English Dark Mild Ale,12.0
1234,0.051,31.0,Ballistic Blonde,Belgian Pale Ale,12.0
1235,0.054,35.0,Knotty Pine,American Pale Ale (APA),12.0
1236,0.053,20.0,Lumberyard Pilsner,American Pilsner,12.0
1237,0.061,35.0,Lumberyard IPA,American IPA,12.0
1238,0.058,35.0,Lumberyard Red Ale,American Amber / Red Ale,12.0
1239,0.05,35.0,Mac's Highlander Pale Ale (2000),American Pale Ale (APA),12.0
1240,0.051,32.0,Mac's Scottish Style Amber Ale (2000),American Amber / Red Ale,12.0
1241,0.05,35.0,Macon Progress Ale,American Pale Ale (APA),12.0
1242,0.055,35.0,Macon History Ale,American Brown Ale,12.0
1243,0.099,35.0,Galaxy High,American Double / Imperial IPA,12.0
1244,0.043,18.0,Sol Drifter,American Blonde Ale,12.0
1245,0.085,35.0,Thunder Snow,Winter Warmer,12.0
1246,0.079,18.0,The Great Pumpcan,Fruit / Vegetable Beer,16.0
1247,0.047,11.0,LIFT,Kölsch,12.0
1248,0.05,40.0,SPRYE,American Pale Ale (APA),12.0
1249,0.069,70.0,Psychopathy,American IPA,12.0
1250,0.07,32.0,Gnarly Brown,American Brown Ale,12.0
1251,0.06,30.0,Happy Amber,American Amber / Red Ale,12.0
1252,0.051,20.0,#9,Fruit / Vegetable Beer,16.0
1253,0.055,13.0,Elder Betty,Hefeweizen,12.0
1254,0.051,20.0,#9,Fruit / Vegetable Beer,12.0
1255,0.042,35.0,High Country Pilsner (Current),German Pilsener,12.0
1256,0.065,35.0,Epic IPA,American IPA,12.0
1257,0.042,35.0,Golden Trout Pilsner,German Pilsener,12.0
1258,0.045,35.0,Real McCoy Amber Ale (Current),American Amber / Red Ale,12.0
1259,0.072,35.0,Festivus (1),Winter Warmer,12.0
1260,0.067,35.0,Manayunk Oktoberfest,Märzen / Oktoberfest,12.0
1261,0.045,21.0,Belgian Style Session Ale,Belgian Pale Ale,12.0
1262,0.055,35.0,Manayunk IPA,American IPA,12.0
1263,0.055,35.0,Yunkin' Punkin',Pumpkin Ale,12.0
1264,0.05,18.0,Summer Paradise,American Pale Wheat Ale,12.0
1265,0.09,30.0,Monk from the 'Yunk,Tripel,12.0
1266,0.06,14.0,Schuylkill Punch,Fruit / Vegetable Beer,12.0
1267,0.085,85.0,Dreamin' Double IPA,American Double / Imperial IPA,12.0
1268,0.099,93.0,Chaotic Double IPA,American Double / Imperial IPA,12.0
1269,0.08,88.0,Manzanita IPA,American IPA,12.0
1270,0.06,25.0,Riverwalk Blonde Ale,American Blonde Ale,12.0
