name,tuples,features,p_num_var,p_cat_var,p_duplicates,total_size,p_avg_dist,p_max_dist,p_min_dist,p_corr,max_pears,min_pears
dataset,2410,6,0.67,0.33,0.0137,115808,0.2178,0.9564,0.0029,0.0,0.6706,-0.1338
